Chr	Start	End	species	size	color
tig00000061	1	271612	MI	12	25252
tig00000062	1	41725	MI	12	25252
tig00000063	1	32187	MI	12	25252
tig00000064	1	535941	MI	12	25252
tig00000065	1	18650	MI	12	25252
tig00000066	1	67709	MI	12	25252
tig00000070	1	36751	MI	12	25252
tig00000071	1	42261	MI	12	25252
tig00000072	1	28790	MI	12	25252
tig00000073	1	189134	MI	12	25252
tig00000074	1	32258	MI	12	25252
tig00000076	1	47903	MI	12	25252
tig00000077	1	32369	MI	12	25252
tig00000078	1	37209	MI	12	25252
tig00000079	1	36370	MI	12	25252
tig00000080	1	31594	MI	12	25252
tig00000081	1	40457	MI	12	25252
tig00000082	1	32419	MI	12	25252
tig00000085	1	30723	MI	12	25252
tig00000086	1	34899	MI	12	25252
tig00000087	1	43878	MI	12	25252
tig00000088	1	33131	MI	12	25252
tig00000089	1	23465	MI	12	25252
tig00000090	1	36516	MI	12	25252
tig00000091	1	32562	MI	12	25252
tig00000092	1	26228	MI	12	25252
tig00000093	1	42139	MI	12	25252
tig00000094	1	17239	MI	12	25252
tig00000096	1	38713	MI	12	25252
tig00000097	1	27796	MI	12	25252
tig00000098	1	38125	MI	12	25252
tig00000099	1	30344	MI	12	25252
tig00000100	1	26033	MI	12	25252
tig00000101	1	30594	MI	12	25252
tig00000102	1	27961	MI	12	25252
tig00000103	1	45193	MI	12	25252
tig00000104	1	40468	MI	12	25252
tig00000105	1	41116	MI	12	25252
tig00000106	1	40406	MI	12	25252
tig00000107	1	43673	MI	12	25252
tig00000110	1	30886	MI	12	25252
tig00000111	1	48338	MI	12	25252
tig00000112	1	27519	MI	12	25252
tig00000113	1	37172	MI	12	25252
tig00000114	1	34256	MI	12	25252
tig00000115	1	33325	MI	12	25252
tig00000116	1	40649	MI	12	25252
tig00000117	1	28221	MI	12	25252
tig00000118	1	28922	MI	12	25252
tig00000119	1	24929	MI	12	25252
tig00000120	1	28165	MI	12	25252
tig00000121	1	55448	MI	12	25252
tig00000122	1	33362	MI	12	25252
tig00000123	1	30702	MI	12	25252
tig00000124	1	36337	MI	12	25252
tig00000125	1	460785	MI	12	25252
tig00000126	1	36296	MI	12	25252
tig00000127	1	40786	MI	12	25252
tig00000128	1	43059	MI	12	25252
tig00000129	1	33649	MI	12	25252
tig00000130	1	43892	MI	12	25252
tig00000131	1	26673	MI	12	25252
tig00000132	1	33594	MI	12	25252
tig00000133	1	32381	MI	12	25252
tig00000134	1	36843	MI	12	25252
tig00000135	1	26001	MI	12	25252
tig00000136	1	30929	MI	12	25252
tig00000137	1	30245	MI	12	25252
tig00000138	1	23821	MI	12	25252
tig00000139	1	48023	MI	12	25252
tig00000140	1	39165	MI	12	25252
tig00000141	1	25398	MI	12	25252
tig00000142	1	37022	MI	12	25252
tig00000143	1	36389	MI	12	25252
tig00000145	1	21255	MI	12	25252
tig00000147	1	22258	MI	12	25252
tig00000148	1	48336	MI	12	25252
tig00000149	1	30070	MI	12	25252
tig00000150	1	37054	MI	12	25252
tig00000151	1	33917	MI	12	25252
tig00000152	1	39126	MI	12	25252
tig00000154	1	29506	MI	12	25252
tig00000155	1	23925	MI	12	25252
tig00000156	1	36742	MI	12	25252
tig00000157	1	38260	MI	12	25252
tig00000158	1	22917	MI	12	25252
tig00000159	1	28561	MI	12	25252
tig00000160	1	30559	MI	12	25252
tig00000161	1	29429	MI	12	25252
tig00000162	1	155505	MI	12	25252
tig00000163	1	18912	MI	12	25252
tig00000164	1	25677	MI	12	25252
tig00000166	1	33553	MI	12	25252
tig00000167	1	29301	MI	12	25252
tig00000168	1	27253	MI	12	25252
tig00000169	1	33912	MI	12	25252
tig00000170	1	39967	MI	12	25252
tig00000171	1	26661	MI	12	25252
tig00000172	1	27833	MI	12	25252
tig00000173	1	36439	MI	12	25252
tig00000174	1	36950	MI	12	25252
tig00000175	1	34874	MI	12	25252
tig00000176	1	31372	MI	12	25252
tig00000177	1	26915	MI	12	25252
tig00000178	1	25822	MI	12	25252
tig00000179	1	34100	MI	12	25252
tig00000181	1	32947	MI	12	25252
tig00000182	1	36673	MI	12	25252
tig00000183	1	31288	MI	12	25252
tig00000185	1	23175	MI	12	25252
tig00000186	1	23714	MI	12	25252
tig00000187	1	34058	MI	12	25252
tig00000188	1	34782	MI	12	25252
tig00000189	1	26957	MI	12	25252
tig00000190	1	37845	MI	12	25252
tig00000192	1	33874	MI	12	25252
tig00000193	1	30090	MI	12	25252
tig00000194	1	37419	MI	12	25252
tig00000195	1	35240	MI	12	25252
tig00000196	1	39736	MI	12	25252
tig00000197	1	35616	MI	12	25252
tig00000198	1	34548	MI	12	25252
tig00000200	1	50483	MI	12	25252
tig00000201	1	34933	MI	12	25252
tig00000202	1	30637	MI	12	25252
tig00000203	1	36264	MI	12	25252
tig00000204	1	37998	MI	12	25252
tig00000205	1	43568	MI	12	25252
tig00000206	1	33200	MI	12	25252
tig00000207	1	40980	MI	12	25252
tig00000208	1	33809	MI	12	25252
tig00000210	1	42291	MI	12	25252
tig00000211	1	35220	MI	12	25252
tig00000213	1	25744	MI	12	25252
tig00000214	1	35912	MI	12	25252
tig00000215	1	44007	MI	12	25252
tig00000216	1	41303	MI	12	25252
tig00000217	1	35006	MI	12	25252
tig00000218	1	41460	MI	12	25252
tig00000219	1	32804	MI	12	25252
tig00000221	1	35762	MI	12	25252
tig00000222	1	41592	MI	12	25252
tig00000223	1	35551	MI	12	25252
tig00000224	1	35233	MI	12	25252
tig00000225	1	34100	MI	12	25252
tig00000226	1	39562	MI	12	25252
tig00000227	1	37130	MI	12	25252
tig00000228	1	29307	MI	12	25252
tig00000229	1	36262	MI	12	25252
tig00000230	1	34318	MI	12	25252
tig00000231	1	34974	MI	12	25252
tig00000232	1	39307	MI	12	25252
tig00000233	1	42015	MI	12	25252
tig00000234	1	42330	MI	12	25252
tig00000235	1	42948	MI	12	25252
tig00000236	1	30870	MI	12	25252
tig00000237	1	34629	MI	12	25252
tig00000238	1	31403	MI	12	25252
tig00000239	1	22685	MI	12	25252
tig00000240	1	41441	MI	12	25252
tig00000242	1	32485	MI	12	25252
tig00000243	1	36252	MI	12	25252
tig00000244	1	30392	MI	12	25252
tig00000245	1	46623	MI	12	25252
tig00000246	1	33828	MI	12	25252
tig00000247	1	34421	MI	12	25252
tig00000248	1	37247	MI	12	25252
tig00000249	1	39684	MI	12	25252
tig00000250	1	42279	MI	12	25252
tig00000251	1	39528	MI	12	25252
tig00000252	1	29786	MI	12	25252
tig00000253	1	39476	MI	12	25252
tig00000254	1	35871	MI	12	25252
tig00000256	1	32793	MI	12	25252
tig00000260	1	39907	MI	12	25252
tig00000261	1	45319	MI	12	25252
tig00000262	1	42931	MI	12	25252
tig00000263	1	52708	MI	12	25252
tig00000264	1	42663	MI	12	25252
tig00000265	1	38109	MI	12	25252
tig00000266	1	123914	MI	12	25252
tig00000268	1	25320	MI	12	25252
tig00000269	1	39424	MI	12	25252
tig00000270	1	30980	MI	12	25252
tig00000272	1	42660	MI	12	25252
tig00000273	1	32580	MI	12	25252
tig00000274	1	36782	MI	12	25252
tig00000275	1	32532	MI	12	25252
tig00000276	1	35787	MI	12	25252
tig00000277	1	30322	MI	12	25252
tig00000278	1	107983	MI	12	25252
tig00000279	1	51813	MI	12	25252
tig00000280	1	43305	MI	12	25252
tig00000281	1	35665	MI	12	25252
tig00000282	1	27832	MI	12	25252
tig00000283	1	35429	MI	12	25252
tig00000284	1	36821	MI	12	25252
tig00000285	1	46651	MI	12	25252
tig00000286	1	25561	MI	12	25252
tig00000287	1	30049	MI	12	25252
tig00000288	1	27386	MI	12	25252
tig00000289	1	37976	MI	12	25252
tig00000290	1	39436	MI	12	25252
tig00000292	1	34100	MI	12	25252
tig00000294	1	41023	MI	12	25252
tig00000295	1	37745	MI	12	25252
tig00000297	1	256591	MI	12	25252
tig00000298	1	33244	MI	12	25252
tig00000299	1	132254	MI	12	25252
tig00000301	1	31299	MI	12	25252
tig00000302	1	351842	MI	12	25252
tig00000304	1	35599	MI	12	25252
tig00000305	1	31050	MI	12	25252
tig00000307	1	1036093	MI	12	25252
tig00000309	1	287655	MI	12	25252
tig00000310	1	25454	MI	12	25252
tig00000311	1	257015	MI	12	25252
tig00000312	1	37149	MI	12	25252
tig00000314	1	38312	MI	12	25252
tig00000315	1	41241	MI	12	25252
tig00000316	1	34822	MI	12	25252
tig00000317	1	35015	MI	12	25252
tig00000318	1	38872	MI	12	25252
tig00000320	1	24378	MI	12	25252
tig00000321	1	29264	MI	12	25252
tig00000322	1	35849	MI	12	25252
tig00000323	1	80323	MI	12	25252
tig00000324	1	55124	MI	12	25252
tig00000325	1	97801	MI	12	25252
tig00000327	1	52443	MI	12	25252
tig00000329	1	70654	MI	12	25252
tig00000330	1	41243	MI	12	25252
tig00000332	1	48905	MI	12	25252
tig00000333	1	28898	MI	12	25252
tig00000336	1	43083	MI	12	25252
tig00000339	1	37323	MI	12	25252
tig00000340	1	43986	MI	12	25252
tig00000342	1	51406	MI	12	25252
tig00000344	1	40750	MI	12	25252
tig00000345	1	38273	MI	12	25252
tig00000346	1	36293	MI	12	25252
tig00000348	1	44104	MI	12	25252
tig00000349	1	34258	MI	12	25252
tig00000350	1	59811	MI	12	25252
tig00000351	1	41081	MI	12	25252
tig00000352	1	43897	MI	12	25252
tig00000353	1	48188	MI	12	25252
tig00000354	1	35843	MI	12	25252
tig00000355	1	39203	MI	12	25252
tig00000356	1	36326	MI	12	25252
tig00000357	1	36882	MI	12	25252
tig00000359	1	80084	MI	12	25252
tig00000361	1	63825	MI	12	25252
tig00000362	1	50022	MI	12	25252
tig00000364	1	45950	MI	12	25252
tig00000365	1	58620	MI	12	25252
tig00000366	1	54701	MI	12	25252
tig00000367	1	32342	MI	12	25252
tig00000368	1	48675	MI	12	25252
tig00000369	1	36758	MI	12	25252
tig00000370	1	44688	MI	12	25252
tig00000371	1	45836	MI	12	25252
tig00000373	1	42012	MI	12	25252
tig00000374	1	33194	MI	12	25252
tig00000375	1	26320	MI	12	25252
tig00000376	1	34267	MI	12	25252
tig00000377	1	35786	MI	12	25252
tig00000378	1	35069	MI	12	25252
tig00000379	1	68773	MI	12	25252
tig00000380	1	49942	MI	12	25252
tig00000381	1	31842	MI	12	25252
tig00000382	1	55454	MI	12	25252
tig00000383	1	59754	MI	12	25252
tig00000384	1	30422	MI	12	25252
tig00000385	1	62923	MI	12	25252
tig00000386	1	35778	MI	12	25252
tig00000387	1	54006	MI	12	25252
tig00000388	1	28146	MI	12	25252
tig00000389	1	52258	MI	12	25252
tig00000391	1	63903	MI	12	25252
tig00000392	1	56632	MI	12	25252
tig00000393	1	36511	MI	12	25252
tig00000394	1	48630	MI	12	25252
tig00000395	1	33881	MI	12	25252
tig00000396	1	32041	MI	12	25252
tig00000399	1	44990	MI	12	25252
tig00000400	1	38303	MI	12	25252
tig00000402	1	41508	MI	12	25252
tig00000403	1	46634	MI	12	25252
tig00000405	1	51272	MI	12	25252
tig00000406	1	29434	MI	12	25252
tig00000407	1	40491	MI	12	25252
tig00000408	1	87993	MI	12	25252
tig00000409	1	40802	MI	12	25252
tig00000411	1	47752	MI	12	25252
tig00000412	1	31570	MI	12	25252
tig00000413	1	35007	MI	12	25252
tig00000415	1	54719	MI	12	25252
tig00000416	1	33567	MI	12	25252
tig00000417	1	42508	MI	12	25252
tig00000418	1	39097	MI	12	25252
tig00000420	1	46273	MI	12	25252
tig00000421	1	44800	MI	12	25252
tig00000422	1	53321	MI	12	25252
tig00000423	1	44387	MI	12	25252
tig00000427	1	39890	MI	12	25252
tig00000428	1	29531	MI	12	25252
tig00000429	1	30545	MI	12	25252
tig00000430	1	27671	MI	12	25252
tig00000431	1	109816	MI	12	25252
tig00000432	1	32769	MI	12	25252
tig00000435	1	41788	MI	12	25252
tig00000436	1	42666	MI	12	25252
tig00000437	1	50688	MI	12	25252
tig00000438	1	52475	MI	12	25252
tig00000439	1	42974	MI	12	25252
tig00000440	1	39751	MI	12	25252
tig00000441	1	26669	MI	12	25252
tig00000442	1	30686	MI	12	25252
tig00000443	1	46725	MI	12	25252
tig00000444	1	35899	MI	12	25252
tig00000445	1	43373	MI	12	25252
tig00000446	1	40598	MI	12	25252
tig00000448	1	38411	MI	12	25252
tig00000449	1	33190	MI	12	25252
tig00000450	1	88806	MI	12	25252
tig00000451	1	36942	MI	12	25252
tig00000452	1	36832	MI	12	25252
tig00000454	1	52223	MI	12	25252
tig00000455	1	31497	MI	12	25252
tig00000456	1	33394	MI	12	25252
tig00000457	1	41338	MI	12	25252
tig00000458	1	85901	MI	12	25252
tig00000459	1	54830	MI	12	25252
tig00000460	1	34610	MI	12	25252
tig00000461	1	31595	MI	12	25252
tig00000462	1	33460	MI	12	25252
tig00000463	1	33786	MI	12	25252
tig00000464	1	32325	MI	12	25252
tig00000465	1	31222	MI	12	25252
tig00000466	1	35524	MI	12	25252
tig00000467	1	29861	MI	12	25252
tig00000468	1	69559	MI	12	25252
tig00000469	1	25588	MI	12	25252
tig00000470	1	26506	MI	12	25252
tig00000471	1	41173	MI	12	25252
tig00000472	1	33185	MI	12	25252
tig00000474	1	30814	MI	12	25252
tig00000475	1	43325	MI	12	25252
tig00000476	1	29395	MI	12	25252
tig00000477	1	34299	MI	12	25252
tig00000478	1	27414	MI	12	25252
tig00000479	1	39776	MI	12	25252
tig00000480	1	38960	MI	12	25252
tig00000481	1	30757	MI	12	25252
tig00000482	1	35380	MI	12	25252
tig00000484	1	31367	MI	12	25252
tig00000485	1	1400033	MI	12	25252
tig00000486	1	41182	MI	12	25252
tig00000487	1	99586	MI	12	25252
tig00000488	1	427540	MI	12	25252
tig00000491	1	37264	MI	12	25252
tig00000492	1	42693	MI	12	25252
tig00000493	1	39272	MI	12	25252
tig00000494	1	28382	MI	12	25252
tig00000495	1	41618	MI	12	25252
tig00000496	1	32218	MI	12	25252
tig00000497	1	40354	MI	12	25252
tig00000498	1	26436	MI	12	25252
tig00000499	1	27871	MI	12	25252
tig00000500	1	34463	MI	12	25252
tig00000502	1	26671	MI	12	25252
tig00000504	1	47398	MI	12	25252
tig00000506	1	24018	MI	12	25252
tig00000507	1	25391	MI	12	25252
tig00000508	1	27689	MI	12	25252
tig00000510	1	25280	MI	12	25252
tig00000511	1	25336	MI	12	25252
tig00000512	1	42265	MI	12	25252
tig00000514	1	30860	MI	12	25252
tig00000515	1	33227	MI	12	25252
tig00000516	1	36566	MI	12	25252
tig00000517	1	41394	MI	12	25252
tig00000518	1	31867	MI	12	25252
tig00000519	1	32741	MI	12	25252
tig00000520	1	46647	MI	12	25252
tig00000521	1	33512	MI	12	25252
tig00000523	1	29775	MI	12	25252
tig00000524	1	26514	MI	12	25252
tig00000525	1	27416	MI	12	25252
tig00000526	1	36715	MI	12	25252
tig00000527	1	35419	MI	12	25252
tig00000528	1	38491	MI	12	25252
tig00000529	1	37255	MI	12	25252
tig00000530	1	31755	MI	12	25252
tig00000532	1	28903	MI	12	25252
tig00000533	1	26970	MI	12	25252
tig00000534	1	29948	MI	12	25252
tig00000535	1	30006	MI	12	25252
tig00000536	1	39966	MI	12	25252
tig00000537	1	33126	MI	12	25252
tig00000538	1	33499	MI	12	25252
tig00000539	1	36880	MI	12	25252
tig00000540	1	32663	MI	12	25252
tig00000541	1	29829	MI	12	25252
tig00000542	1	35278	MI	12	25252
tig00000543	1	36203	MI	12	25252
tig00000544	1	29256	MI	12	25252
tig00000545	1	30176	MI	12	25252
tig00000546	1	31814	MI	12	25252
tig00000547	1	27231	MI	12	25252
tig00000548	1	39689	MI	12	25252
tig00000549	1	39806	MI	12	25252
tig00000550	1	36958	MI	12	25252
tig00000551	1	35364	MI	12	25252
tig00000552	1	34020	MI	12	25252
tig00000553	1	25926	MI	12	25252
tig00000554	1	25707	MI	12	25252
tig00000555	1	30787	MI	12	25252
tig00000556	1	22870	MI	12	25252
tig00000557	1	34652	MI	12	25252
tig00000558	1	34861	MI	12	25252
tig00000560	1	26383	MI	12	25252
tig00000561	1	17522	MI	12	25252
tig00000562	1	149121	MI	12	25252
tig00000563	1	17301	MI	12	25252
tig00000564	1	46870	MI	12	25252
tig00000565	1	845310	MI	12	25252
tig00000567	1	37803	MI	12	25252
tig00000568	1	37743	MI	12	25252
tig00000569	1	44450	MI	12	25252
tig00000570	1	35875	MI	12	25252
tig00000571	1	40225	MI	12	25252
tig00000572	1	34141	MI	12	25252
tig00000573	1	32953	MI	12	25252
tig00000575	1	34010	MI	12	25252
tig00000576	1	35230	MI	12	25252
tig00000577	1	30679	MI	12	25252
tig00000578	1	44195	MI	12	25252
tig00000579	1	29100	MI	12	25252
tig00000580	1	37678	MI	12	25252
tig00000582	1	30652	MI	12	25252
tig00000583	1	43952	MI	12	25252
tig00000584	1	24289	MI	12	25252
tig00000585	1	31987	MI	12	25252
tig00000586	1	35146	MI	12	25252
tig00000587	1	36468	MI	12	25252
tig00000588	1	41648	MI	12	25252
tig00000589	1	40049	MI	12	25252
tig00000591	1	34910	MI	12	25252
tig00000593	1	59718	MI	12	25252
tig00000594	1	33543	MI	12	25252
tig00000595	1	36087	MI	12	25252
tig00000596	1	28579	MI	12	25252
tig00000597	1	31491	MI	12	25252
tig00000598	1	41912	MI	12	25252
tig00000599	1	18851	MI	12	25252
tig00000600	1	27359	MI	12	25252
tig00000601	1	39867	MI	12	25252
tig00000602	1	33339	MI	12	25252
tig00000603	1	39067	MI	12	25252
tig00000604	1	28597	MI	12	25252
tig00000605	1	45185	MI	12	25252
tig00000606	1	58384	MI	12	25252
tig00000607	1	42721	MI	12	25252
tig00000608	1	33090	MI	12	25252
tig00000613	1	29858	MI	12	25252
tig00000614	1	58363	MI	12	25252
tig00000615	1	66275	MI	12	25252
tig00000617	1	27284	MI	12	25252
tig00000618	1	40752	MI	12	25252
tig00000619	1	37386	MI	12	25252
tig00000620	1	42424	MI	12	25252
tig00000621	1	36311	MI	12	25252
tig00000622	1	36157	MI	12	25252
tig00000624	1	38393	MI	12	25252
tig00000625	1	36160	MI	12	25252
tig00000626	1	29894	MI	12	25252
tig00000627	1	48429	MI	12	25252
tig00000630	1	30877	MI	12	25252
tig00000631	1	32765	MI	12	25252
tig00000632	1	77969	MI	12	25252
tig00000633	1	85836	MI	12	25252
tig00000634	1	30059	MI	12	25252
tig00000635	1	38135	MI	12	25252
tig00000636	1	20224	MI	12	25252
tig00000637	1	28591	MI	12	25252
tig00000638	1	34177	MI	12	25252
tig00000639	1	37730	MI	12	25252
tig00000640	1	56127	MI	12	25252
tig00000641	1	55813	MI	12	25252
tig00000644	1	51513	MI	12	25252
tig00000645	1	27894	MI	12	25252
tig00000647	1	32454	MI	12	25252
tig00000648	1	41028	MI	12	25252
tig00000649	1	42194	MI	12	25252
tig00000650	1	38593	MI	12	25252
tig00000651	1	45548	MI	12	25252
tig00000652	1	35950	MI	12	25252
tig00000653	1	41327	MI	12	25252
tig00000655	1	44273	MI	12	25252
tig00000656	1	42496	MI	12	25252
tig00000657	1	42702	MI	12	25252
tig00000658	1	67016	MI	12	25252
tig00000660	1	80170	MI	12	25252
tig00000661	1	52388	MI	12	25252
tig00000662	1	49160	MI	12	25252
tig00000663	1	31465	MI	12	25252
tig00000664	1	46242	MI	12	25252
tig00000665	1	34309	MI	12	25252
tig00000666	1	38939	MI	12	25252
tig00000667	1	20807	MI	12	25252
tig00000669	1	32957	MI	12	25252
tig00000670	1	36628	MI	12	25252
tig00000671	1	39317	MI	12	25252
tig00000672	1	62966	MI	12	25252
tig00000673	1	52749	MI	12	25252
tig00000674	1	31920	MI	12	25252
tig00000675	1	35239	MI	12	25252
tig00000676	1	41993	MI	12	25252
tig00000677	1	41163	MI	12	25252
tig00000678	1	40782	MI	12	25252
tig00000679	1	32348	MI	12	25252
tig00000680	1	33973	MI	12	25252
tig00000681	1	40870	MI	12	25252
tig00000682	1	41035	MI	12	25252
tig00000683	1	48676	MI	12	25252
tig00000684	1	53774	MI	12	25252
tig00000685	1	46970	MI	12	25252
tig00000686	1	34236	MI	12	25252
tig00000687	1	34908	MI	12	25252
tig00000688	1	32832	MI	12	25252
tig00000689	1	41143	MI	12	25252
tig00000690	1	33854	MI	12	25252
tig00000691	1	54096	MI	12	25252
tig00000692	1	36714	MI	12	25252
tig00000693	1	38371	MI	12	25252
tig00000694	1	52454	MI	12	25252
tig00000696	1	54916	MI	12	25252
tig00000698	1	30906	MI	12	25252
tig00000699	1	25245	MI	12	25252
tig00000700	1	65353	MI	12	25252
tig00000702	1	40709	MI	12	25252
tig00000703	1	49339	MI	12	25252
tig00000705	1	35439	MI	12	25252
tig00000706	1	40114	MI	12	25252
tig00000707	1	37671	MI	12	25252
tig00000708	1	27182	MI	12	25252
tig00000709	1	32507	MI	12	25252
tig00000710	1	38387	MI	12	25252
tig00000711	1	75477	MI	12	25252
tig00000712	1	57178	MI	12	25252
tig00000713	1	37541	MI	12	25252
tig00000714	1	29307	MI	12	25252
tig00000715	1	49456	MI	12	25252
tig00000716	1	31002	MI	12	25252
tig00000717	1	54437	MI	12	25252
tig00000718	1	47973	MI	12	25252
tig00000719	1	37274	MI	12	25252
tig00000720	1	65933	MI	12	25252
tig00000721	1	47079	MI	12	25252
tig00000725	1	30563	MI	12	25252
tig00000726	1	35434	MI	12	25252
tig00000727	1	38223	MI	12	25252
tig00000728	1	50201	MI	12	25252
tig00000731	1	38895	MI	12	25252
tig00000732	1	36963	MI	12	25252
tig00000733	1	21303	MI	12	25252
tig00000735	1	67936	MI	12	25252
tig00000736	1	29334	MI	12	25252
tig00000737	1	26973	MI	12	25252
tig00000738	1	41489	MI	12	25252
tig00000739	1	40690	MI	12	25252
tig00000740	1	67033	MI	12	25252
tig00000741	1	57760	MI	12	25252
tig00000742	1	33604	MI	12	25252
tig00000743	1	61540	MI	12	25252
tig00000744	1	51833	MI	12	25252
tig00000745	1	29237	MI	12	25252
tig00000746	1	41102	MI	12	25252
tig00000747	1	35919	MI	12	25252
tig00000748	1	40448	MI	12	25252
tig00000749	1	41432	MI	12	25252
tig00000750	1	35341	MI	12	25252
tig00000751	1	25205	MI	12	25252
tig00000753	1	37493	MI	12	25252
tig00000754	1	50911	MI	12	25252
tig00000755	1	60563	MI	12	25252
tig00000756	1	95214	MI	12	25252
tig00000758	1	48818	MI	12	25252
tig00000760	1	22789	MI	12	25252
tig00000761	1	41800	MI	12	25252
tig00000762	1	53851	MI	12	25252
tig00000764	1	30917	MI	12	25252
tig00000765	1	32921	MI	12	25252
tig00000766	1	33910	MI	12	25252
tig00000769	1	37727	MI	12	25252
tig00000772	1	31238	MI	12	25252
tig00000773	1	22434	MI	12	25252
tig00000774	1	29048	MI	12	25252
tig00000775	1	39318	MI	12	25252
tig00000776	1	38293	MI	12	25252
tig00000777	1	37115	MI	12	25252
tig00000778	1	32534	MI	12	25252
tig00000779	1	906108	MI	12	25252
tig00000780	1	31131	MI	12	25252
tig00000781	1	42859	MI	12	25252
tig00000782	1	37267	MI	12	25252
tig00000786	1	45907	MI	12	25252
tig00000787	1	37935	MI	12	25252
tig00000788	1	54731	MI	12	25252
tig00000789	1	64383	MI	12	25252
tig00000790	1	51531	MI	12	25252
tig00000791	1	42528	MI	12	25252
tig00000793	1	71423	MI	12	25252
tig00000794	1	56312	MI	12	25252
tig00000795	1	27427	MI	12	25252
tig00000796	1	52305	MI	12	25252
tig00000798	1	40762	MI	12	25252
tig00000799	1	58548	MI	12	25252
tig00000800	1	32219	MI	12	25252
tig00000801	1	50512	MI	12	25252
tig00000802	1	33828	MI	12	25252
tig00000803	1	30997	MI	12	25252
tig00000804	1	26690	MI	12	25252
tig00000805	1	40162	MI	12	25252
tig00000806	1	48295	MI	12	25252
tig00000807	1	25190	MI	12	25252
tig00000808	1	22291	MI	12	25252
tig00000810	1	29359	MI	12	25252
tig00000811	1	35827	MI	12	25252
tig00000812	1	27750	MI	12	25252
tig00000813	1	32044	MI	12	25252
tig00000814	1	29526	MI	12	25252
tig00000815	1	30607	MI	12	25252
tig00000817	1	30008	MI	12	25252
tig00000818	1	41155	MI	12	25252
tig00000819	1	32418	MI	12	25252
tig00000820	1	35107	MI	12	25252
tig00000821	1	30839	MI	12	25252
tig00000822	1	28178	MI	12	25252
tig00000823	1	25415	MI	12	25252
tig00000824	1	37535	MI	12	25252
tig00000825	1	27996	MI	12	25252
tig00000826	1	21865	MI	12	25252
tig00000828	1	41220	MI	12	25252
tig00000829	1	29180	MI	12	25252
tig00000830	1	37702	MI	12	25252
tig00000831	1	30530	MI	12	25252
tig00000832	1	37885	MI	12	25252
tig00000833	1	33303	MI	12	25252
tig00000834	1	28890	MI	12	25252
tig00000835	1	32062	MI	12	25252
tig00000836	1	28802	MI	12	25252
tig00000837	1	32910	MI	12	25252
tig00000839	1	21925	MI	12	25252
tig00000840	1	34808	MI	12	25252
tig00000841	1	23680	MI	12	25252
tig00000842	1	40643	MI	12	25252
tig00000843	1	37509	MI	12	25252
tig00000844	1	18800	MI	12	25252
tig00000845	1	261083	MI	12	25252
tig00000846	1	11975791	MI	12	25252
tig00000847	1	38552	MI	12	25252
tig00000849	1	33618	MI	12	25252
tig00000850	1	49442	MI	12	25252
tig00000851	1	23841	MI	12	25252
tig00000852	1	36848	MI	12	25252
tig00000853	1	36308	MI	12	25252
tig00000854	1	25410	MI	12	25252
tig00000855	1	44720	MI	12	25252
tig00000856	1	36708	MI	12	25252
tig00000857	1	23963	MI	12	25252
tig00000859	1	33707	MI	12	25252
tig00000860	1	38362	MI	12	25252
tig00000861	1	29126	MI	12	25252
tig00000862	1	101445	MI	12	25252
tig00000864	1	43870	MI	12	25252
tig00000865	1	35448	MI	12	25252
tig00000866	1	37504	MI	12	25252
tig00000867	1	40675	MI	12	25252
